Time,Aruco,x,y,z,ms,Lable
10:47.3,,,,,647266.6667,walking
10:47.3,,,,,647300,walking
10:47.3,,,,,647333.3333,walking
10:47.4,,,,,647366.6667,walking
10:47.4,,,,,647400,walking
10:47.4,,,,,647433.3333,walking
10:47.5,,,,,647466.6667,walking
10:47.5,,,,,647500,walking
10:47.5,,,,,647533.3333,walking
10:47.6,,,,,647566.6667,walking
10:47.6,,,,,647600,walking
10:47.6,,,,,647633.3333,walking
10:47.7,,,,,647666.6667,walking
10:47.7,100,-1,-4.65,1.42,647700,walking
10:47.7,100,-0.95,-4.58,1.41,647733.3333,walking
10:47.8,100,-0.95,-4.56,1.41,647766.6667,walking
10:47.8,100,-0.91,-4.5,1.39,647800,walking
10:47.8,100,-0.91,-4.47,1.38,647833.3333,walking
10:47.9,100,-0.91,-4.45,1.38,647866.6667,walking
10:47.9,100,-0.88,-4.38,1.36,647900,walking
10:47.9,,,,,647933.3333,walking
10:48.0,,,,,647966.6667,walking
10:48.0,100,-0.86,-4.24,1.33,648000,walking
10:48.0,,,,,648033.3333,walking
10:48.1,,,,,648066.6667,walking
10:48.1,,,,,648100,walking
10:48.1,,,,,648133.3333,walking
10:48.2,,,,,648166.6667,walking
10:48.2,,,,,648200,walking
10:48.2,100,-0.88,-3.94,1.33,648233.3333,walking
10:48.3,100,-0.9,-3.92,1.34,648266.6667,walking
10:48.3,100,-0.89,-3.87,1.33,648300,walking
10:48.3,100,-0.88,-3.83,1.32,648333.3333,walking
10:48.4,100,-0.89,-3.82,1.33,648366.6667,walking
10:48.4,100,-0.88,-3.77,1.32,648400,walking
10:48.4,,,,,648433.3333,walking
10:48.5,100,-0.89,-3.71,1.31,648466.6667,walking
10:48.5,,,,,648500,walking
10:48.5,100,-0.9,-3.67,1.31,648533.3333,walking
10:48.6,100,-0.85,-3.57,1.29,648566.6667,walking
10:48.6,100,-0.83,-3.51,1.28,648600,walking
10:48.6,100,-0.82,-3.47,1.27,648633.3333,walking
10:48.7,,,,,648666.6667,walking
10:48.7,100,-0.84,-3.43,1.27,648700,walking
10:48.7,100,-0.82,-3.36,1.25,648733.3333,walking
10:48.8,100,-0.79,-3.28,1.24,648766.6667,walking
10:48.8,100,-0.81,-3.27,1.24,648800,walking
10:48.8,100,-0.78,-3.18,1.23,648833.3333,walking
10:48.9,100,-0.8,-3.18,1.24,648866.6667,walking
10:48.9,,,,,648900,walking
10:48.9,100,-0.75,-3.04,1.23,648933.3333,walking
10:49.0,,,,,648966.6667,walking
10:49.0,100,-0.69,-2.87,1.2,649000,walking
10:49.0,,,,,649033.3333,walking
10:49.1,100,-0.76,-2.93,1.23,649066.6667,walking
10:49.1,100,-0.65,-2.72,1.18,649100,walking
10:49.1,100,-0.68,-2.76,1.2,649133.3333,walking
10:49.2,,,,,649166.6667,walking
10:49.2,100,-0.75,-2.81,1.23,649200,walking
10:49.2,,,,,649233.3333,walking
10:49.3,100,-0.7,-2.64,1.19,649266.6667,walking
10:49.3,,,,,649300,walking
10:49.3,,,,,649333.3333,walking
10:49.4,,,,,649366.6667,walking
10:49.4,,,,,649400,walking
10:49.4,,,,,649433.3333,walking
10:49.5,,,,,649466.6667,walking
10:49.5,,,,,649500,walking
10:49.5,,,,,649533.3333,walking
10:49.6,,,,,649566.6667,walking
10:49.6,,,,,649600,walking
10:49.6,,,,,649633.3333,walking
10:49.7,,,,,649666.6667,walking
10:49.7,,,,,649700,walking
10:49.7,,,,,649733.3333,walking
10:49.8,,,,,649766.6667,walking
10:49.8,,,,,649800,walking
10:49.8,,,,,649833.3333,walking
10:49.9,,,,,649866.6667,walking
10:49.9,,,,,649900,walking
10:49.9,,,,,649933.3333,walking
10:50.0,,,,,649966.6667,walking
10:50.0,,,,,650000,walking
10:50.0,,,,,650033.3333,walking
10:50.1,,,,,650066.6667,walking
10:50.1,,,,,650100,walking
10:50.1,,,,,650133.3333,walking
10:50.2,,,,,650166.6667,walking
10:50.2,,,,,650200,walking
10:50.2,,,,,650233.3333,walking
10:50.3,,,,,650266.6667,walking
10:50.3,,,,,650300,walking
10:50.3,,,,,650333.3333,walking
10:50.4,,,,,650366.6667,walking
10:50.4,,,,,650400,walking
10:50.4,,,,,650433.3333,walking
10:50.5,,,,,650466.6667,walking
10:50.5,,,,,650500,walking
10:50.5,,,,,650533.3333,walking
10:50.6,,,,,650566.6667,walking
10:50.6,,,,,650600,walking
10:50.6,,,,,650633.3333,walking
10:50.7,,,,,650666.6667,walking
10:50.7,,,,,650700,walking
10:50.7,,,,,650733.3333,walking
10:50.8,,,,,650766.6667,walking
10:50.8,,,,,650800,walking
10:50.8,,,,,650833.3333,walking
10:50.9,,,,,650866.6667,walking
10:50.9,,,,,650900,walking
10:50.9,,,,,650933.3333,walking
10:51.0,,,,,650966.6667,walking
10:51.0,,,,,651000,walking
10:51.0,,,,,651033.3333,walking
10:51.1,,,,,651066.6667,walking
10:51.1,,,,,651100,walking
10:51.1,,,,,651133.3333,walking
10:51.2,,,,,651166.6667,walking
10:51.2,,,,,651200,walking
10:51.2,,,,,651233.3333,walking
10:51.3,,,,,651266.6667,walking
10:51.3,,,,,651300,walking
10:51.3,,,,,651333.3333,walking
10:51.4,,,,,651366.6667,walking
10:51.4,,,,,651400,walking
10:51.4,,,,,651433.3333,walking
10:51.5,,,,,651466.6667,walking
10:51.5,,,,,651500,walking
10:51.5,,,,,651533.3333,walking
10:51.6,,,,,651566.6667,walking
10:51.6,,,,,651600,walking
10:51.6,,,,,651633.3333,walking
10:51.7,,,,,651666.6667,walking
10:51.7,,,,,651700,walking
10:51.7,,,,,651733.3333,walking
10:51.8,,,,,651766.6667,walking
10:51.8,,,,,651800,walking
10:51.8,,,,,651833.3333,walking
10:51.9,,,,,651866.6667,walking
10:51.9,,,,,651900,walking
10:51.9,,,,,651933.3333,walking
10:52.0,,,,,651966.6667,walking
10:52.0,,,,,652000,walking
10:52.0,,,,,652033.3333,walking
10:52.1,,,,,652066.6667,walking
10:52.1,,,,,652100,walking
10:52.1,,,,,652133.3333,walking
10:52.2,,,,,652166.6667,walking
10:52.2,,,,,652200,walking
10:52.2,1,-2.94,-0.82,0.89,652233.3333,walking
10:52.3,,,,,652266.6667,walking
10:52.3,,,,,652300,walking
10:52.3,,,,,652333.3333,walking
10:52.4,,,,,652366.6667,walking
10:52.4,1,-3.03,-1.22,0.95,652400,walking
10:52.4,1,-3.04,-1.3,0.97,652433.3333,walking
10:52.5,,,,,652466.6667,walking
10:52.5,1,-3.07,-1.33,0.97,652500,walking
10:52.5,1,-3.08,-1.43,0.99,652533.3333,walking
10:52.6,1,-3.08,-1.35,0.97,652566.6667,walking
10:52.6,1,-3.09,-1.43,0.98,652600,walking
10:52.6,1,-3.09,-1.55,1.01,652633.3333,walking
10:52.7,1,-3.09,-1.64,1.03,652666.6667,walking
10:52.7,1,-3.09,-1.72,1.05,652700,walking
10:52.7,1,-3.1,-1.74,1.05,652733.3333,walking
10:52.8,1,-3.1,-1.82,1.06,652766.6667,walking
10:52.8,1,-3.1,-1.89,1.07,652800,walking
10:52.8,1,-3.1,-1.94,1.08,652833.3333,walking
10:52.9,1,-3.1,-1.92,1.07,652866.6667,walking
10:52.9,1,-3.1,-2.03,1.09,652900,walking
10:52.9,1,-3.11,-2.06,1.09,652933.3333,walking
10:53.0,1,-3.11,-2.08,1.08,652966.6667,walking
10:53.0,1,-3.11,-2.08,1.07,653000,walking
10:53.0,1,-3.12,-2.16,1.08,653033.3333,walking
10:53.1,1,-3.12,-2.19,1.08,653066.6667,walking
10:53.1,1,-3.13,-2.24,1.09,653100,walking
10:53.1,1,-3.13,-2.39,1.12,653133.3333,walking
10:53.2,1,-3.14,-2.41,1.12,653166.6667,walking
10:53.2,1,-3.15,-2.41,1.11,653200,walking
10:53.2,1,-3.15,-2.49,1.13,653233.3333,walking
10:53.3,1,-3.16,-2.56,1.15,653266.6667,walking
10:53.3,1,-3.16,-2.58,1.15,653300,walking
10:53.3,1,-3.16,-2.63,1.16,653333.3333,walking
10:53.4,1,-3.16,-2.66,1.16,653366.6667,walking
10:53.4,1,-3.16,-2.69,1.17,653400,walking
10:53.4,1,-3.16,-2.72,1.18,653433.3333,walking
10:53.5,1,-3.17,-2.77,1.19,653466.6667,walking
10:53.5,1,-3.17,-2.76,1.18,653500,walking
10:53.5,1,-3.18,-2.76,1.17,653533.3333,walking
10:53.6,1,-3.19,-2.83,1.18,653566.6667,walking
10:53.6,1,-3.19,-2.86,1.18,653600,walking
10:53.6,1,-3.2,-2.89,1.18,653633.3333,walking
10:53.7,1,-3.21,-2.88,1.17,653666.6667,walking
10:53.7,1,-3.22,-2.87,1.16,653700,walking
10:53.7,1,-3.22,-2.91,1.16,653733.3333,walking
10:53.8,1,-3.23,-2.95,1.15,653766.6667,walking
10:53.8,1,-3.23,-2.96,1.14,653800,walking
10:53.8,1,-3.23,-3.03,1.15,653833.3333,walking
10:53.9,1,-3.23,-3.15,1.18,653866.6667,walking
10:53.9,1,-3.23,-3.18,1.19,653900,walking
10:53.9,1,-3.23,-3.26,1.21,653933.3333,walking
10:54.0,1,-3.23,-3.33,1.23,653966.6667,walking
10:54.0,1,-3.24,-3.37,1.23,654000,walking
10:54.0,1,-3.24,-3.41,1.24,654033.3333,walking
10:54.1,1,-3.24,-3.46,1.25,654066.6667,walking
10:54.1,1,-3.23,-3.5,1.26,654100,walking
10:54.1,1,-3.23,-3.56,1.27,654133.3333,walking
10:54.2,1,-3.23,-3.61,1.29,654166.6667,walking
10:54.2,1,-3.22,-3.65,1.29,654200,walking
10:54.2,1,-3.22,-3.66,1.29,654233.3333,walking
10:54.3,1,-3.22,-3.73,1.3,654266.6667,walking
10:54.3,1,-3.22,-3.77,1.31,654300,walking
10:54.3,1,-3.22,-3.81,1.31,654333.3333,walking
10:54.4,1,-3.21,-3.84,1.31,654366.6667,walking
10:54.4,1,-3.21,-3.87,1.31,654400,walking
10:54.4,1,-3.21,-3.92,1.32,654433.3333,walking
10:54.5,1,-3.21,-3.94,1.31,654466.6667,walking
10:54.5,1,-3.21,-3.99,1.32,654500,walking
10:54.5,1,-3.21,-4.05,1.33,654533.3333,walking
10:54.6,1,-3.21,-4.08,1.33,654566.6667,walking
10:54.6,1,-3.2,-4.14,1.34,654600,walking
10:54.6,1,-3.2,-4.18,1.35,654633.3333,walking
10:54.7,1,-3.2,-4.23,1.36,654666.6667,walking
10:54.7,1,-3.19,-4.26,1.36,654700,walking
10:54.7,1,-3.19,-4.28,1.36,654733.3333,walking
10:54.8,1,-3.18,-4.33,1.38,654766.6667,walking
10:54.8,1,-3.18,-4.37,1.38,654800,walking
10:54.8,1,-3.17,-4.37,1.37,654833.3333,walking
10:54.9,1,-3.16,-4.41,1.38,654866.6667,walking
10:54.9,1,-3.16,-4.42,1.38,654900,walking
10:54.9,1,-3.15,-4.47,1.39,654933.3333,walking
10:55.0,1,-3.14,-4.5,1.4,654966.6667,walking
10:55.0,1,-3.13,-4.5,1.38,655000,walking
10:55.0,1,-3.12,-4.53,1.39,655033.3333,walking
10:55.1,1,-3.1,-4.56,1.38,655066.6667,walking
10:55.1,1,-3.09,-4.58,1.38,655100,walking
10:55.1,1,-3.07,-4.6,1.37,655133.3333,walking
10:55.2,1,-3.06,-4.63,1.37,655166.6667,walking
10:55.2,1,-3.04,-4.65,1.37,655200,walking
10:55.2,1,-3.01,-4.67,1.36,655233.3333,walking
10:55.3,1,-2.99,-4.71,1.37,655266.6667,walking
10:55.3,1,-2.96,-4.74,1.37,655300,walking
10:55.3,,,,,655333.3333,walking
10:55.4,1,-2.92,-4.8,1.39,655366.6667,walking
10:55.4,1,-2.89,-4.84,1.4,655400,walking
10:55.4,,,,,655433.3333,walking
10:55.5,1,-2.85,-4.89,1.4,655466.6667,walking
10:55.5,1,-2.83,-4.94,1.42,655500,walking
10:55.5,1,-2.81,-4.95,1.41,655533.3333,walking
10:55.6,1,-2.78,-4.96,1.41,655566.6667,walking
10:55.6,1,-2.76,-4.99,1.42,655600,walking
10:55.6,,,,,655633.3333,walking
10:55.7,,,,,655666.6667,walking
10:55.7,,,,,655700,walking
10:55.7,,,,,655733.3333,walking
10:55.8,,,,,655766.6667,walking
10:55.8,,,,,655800,walking
10:55.8,,,,,655833.3333,walking
10:55.9,,,,,655866.6667,walking
10:55.9,,,,,655900,walking
10:55.9,,,,,655933.3333,walking
10:56.0,,,,,655966.6667,walking
10:56.0,,,,,656000,walking
10:56.0,,,,,656033.3333,walking
10:56.1,,,,,656066.6667,walking
10:56.1,,,,,656100,walking
10:56.1,,,,,656133.3333,walking
10:56.2,,,,,656166.6667,walking
10:56.2,,,,,656200,walking
10:56.2,,,,,656233.3333,walking
10:56.3,,,,,656266.6667,walking
10:56.3,,,,,656300,walking
10:56.3,,,,,656333.3333,walking
10:56.4,,,,,656366.6667,walking
10:56.4,,,,,656400,walking
10:56.4,,,,,656433.3333,walking
10:56.5,,,,,656466.6667,walking
10:56.5,,,,,656500,walking
10:56.5,,,,,656533.3333,walking
10:56.6,,,,,656566.6667,walking
10:56.6,,,,,656600,walking
10:56.6,,,,,656633.3333,walking
10:56.7,,,,,656666.6667,walking
10:56.7,,,,,656700,walking
10:56.7,,,,,656733.3333,walking
10:56.8,,,,,656766.6667,walking
10:56.8,,,,,656800,walking
10:56.8,,,,,656833.3333,walking
10:56.9,100,-2.06,-5.33,1.46,656866.6667,walking
10:56.9,100,-2.04,-5.34,1.47,656900,walking
10:56.9,100,-2.02,-5.34,1.47,656933.3333,walking
10:57.0,100,-2,-5.35,1.48,656966.6667,walking
10:57.0,100,-1.98,-5.35,1.49,657000,walking
10:57.0,100,-1.97,-5.36,1.49,657033.3333,walking
10:57.1,100,-1.95,-5.37,1.5,657066.6667,walking
10:57.1,100,-1.93,-5.37,1.5,657100,walking
10:57.1,100,-1.91,-5.37,1.5,657133.3333,walking
10:57.2,100,-1.91,-5.39,1.51,657166.6667,walking
10:57.2,100,-1.9,-5.41,1.52,657200,walking
10:57.2,100,-1.88,-5.41,1.53,657233.3333,walking
10:57.3,100,-1.87,-5.42,1.53,657266.6667,walking
10:57.3,100,-1.87,-5.45,1.55,657300,walking
10:57.3,100,-1.85,-5.45,1.55,657333.3333,walking
10:57.4,100,-1.83,-5.44,1.55,657366.6667,walking
10:57.4,100,-1.81,-5.45,1.55,657400,walking
10:57.4,100,-1.78,-5.43,1.54,657433.3333,walking
10:57.5,100,-1.77,-5.44,1.55,657466.6667,walking
10:57.5,100,-1.76,-5.45,1.56,657500,walking
10:57.5,,,,,657533.3333,walking
10:57.6,,,,,657566.6667,walking
10:57.6,,,,,657600,walking
10:57.6,,,,,657633.3333,walking
10:57.7,,,,,657666.6667,walking
10:57.7,,,,,657700,walking
10:57.7,,,,,657733.3333,walking
10:57.8,,,,,657766.6667,walking
10:57.8,,,,,657800,walking
10:57.8,,,,,657833.3333,walking
10:57.9,,,,,657866.6667,walking
10:57.9,,,,,657900,walking
10:57.9,,,,,657933.3333,walking
10:58.0,,,,,657966.6667,walking
10:58.0,,,,,658000,walking
10:58.0,,,,,658033.3333,walking
10:58.1,,,,,658066.6667,walking
10:58.1,,,,,658100,walking
10:58.1,,,,,658133.3333,walking
10:58.2,,,,,658166.6667,walking
10:58.2,,,,,658200,walking
10:58.2,,,,,658233.3333,walking
10:58.3,,,,,658266.6667,walking
10:58.3,,,,,658300,walking
10:58.3,,,,,658333.3333,walking
10:58.4,100,-1.18,-4.83,1.45,658366.6667,walking
10:58.4,100,-1.13,-4.76,1.43,658400,walking
10:58.4,100,-1.14,-4.75,1.45,658433.3333,walking
10:58.5,100,-1.1,-4.69,1.43,658466.6667,walking
10:58.5,100,-1.07,-4.64,1.42,658500,walking
10:58.5,100,-1.04,-4.59,1.41,658533.3333,walking
10:58.6,100,-1.01,-4.55,1.4,658566.6667,walking
10:58.6,100,-0.98,-4.5,1.39,658600,walking
10:58.6,100,-0.96,-4.46,1.39,658633.3333,walking
10:58.7,100,-0.94,-4.41,1.38,658666.6667,walking
10:58.7,100,-0.94,-4.41,1.38,658700,walking
10:58.7,100,-0.88,-4.31,1.35,658733.3333,walking
10:58.8,,,,,658766.6667,walking
10:58.8,100,-0.84,-4.23,1.34,658800,walking
10:58.8,100,-0.82,-4.17,1.33,658833.3333,walking
10:58.9,100,-0.82,-4.15,1.33,658866.6667,walking
10:58.9,100,-0.83,-4.13,1.33,658900,walking
10:58.9,100,-0.77,-4.03,1.3,658933.3333,walking
10:59.0,100,-0.77,-4,1.29,658966.6667,walking
10:59.0,,,,,659000,walking
10:59.0,,,,,659033.3333,walking
10:59.1,,,,,659066.6667,walking
10:59.1,,,,,659100,walking
10:59.1,,,,,659133.3333,walking
10:59.2,,,,,659166.6667,walking
10:59.2,,,,,659200,walking
10:59.2,,,,,659233.3333,walking
10:59.3,,,,,659266.6667,walking
10:59.3,,,,,659300,walking
10:59.3,,,,,659333.3333,walking
10:59.4,,,,,659366.6667,walking
10:59.4,,,,,659400,walking
10:59.4,100,-0.68,-3.21,1.22,659433.3333,walking
10:59.5,100,-0.68,-3.18,1.22,659466.6667,walking
10:59.5,100,-0.65,-3.11,1.21,659500,walking
10:59.5,,,,,659533.3333,walking
10:59.6,,,,,659566.6667,walking
10:59.6,100,-0.68,-3.05,1.22,659600,walking
10:59.6,,,,,659633.3333,walking
10:59.7,100,-0.67,-2.97,1.21,659666.6667,walking
10:59.7,,,,,659700,walking
10:59.7,,,,,659733.3333,walking
10:59.8,,,,,659766.6667,walking
10:59.8,,,,,659800,walking
10:59.8,,,,,659833.3333,walking
10:59.9,,,,,659866.6667,walking
10:59.9,100,-0.6,-2.56,1.13,659900,walking
10:59.9,,,,,659933.3333,walking
11:00.0,,,,,659966.6667,walking
11:00.0,,,,,660000,walking
11:00.0,,,,,660033.3333,walking
11:00.1,,,,,660066.6667,walking
11:00.1,,,,,660100,walking
11:00.1,,,,,660133.3333,walking
11:00.2,,,,,660166.6667,walking
11:00.2,,,,,660200,walking
11:00.2,,,,,660233.3333,walking
11:00.3,,,,,660266.6667,walking
11:00.3,,,,,660300,walking
11:00.3,,,,,660333.3333,walking
11:00.4,,,,,660366.6667,walking
11:00.4,,,,,660400,walking
11:00.4,,,,,660433.3333,walking
11:00.5,,,,,660466.6667,walking
11:00.5,,,,,660500,walking
11:00.5,,,,,660533.3333,walking
11:00.6,,,,,660566.6667,walking
11:00.6,,,,,660600,walking
11:00.6,,,,,660633.3333,walking
11:00.7,,,,,660666.6667,walking
11:00.7,,,,,660700,walking
11:00.7,,,,,660733.3333,walking
11:00.8,,,,,660766.6667,walking
11:00.8,,,,,660800,walking
11:00.8,,,,,660833.3333,walking
11:00.9,1,-0.85,-1.66,1.07,660866.6667,walking
11:00.9,1,-0.85,-1.66,1.07,660900,walking
11:00.9,1,-0.8,-1.57,1.05,660933.3333,walking
11:01.0,,,,,660966.6667,walking
11:01.0,1,-0.79,-1.61,1.05,661000,walking
11:01.0,1,-0.8,-1.63,1.06,661033.3333,walking
11:01.1,1,-0.79,-1.63,1.05,661066.6667,walking
11:01.1,1,-0.81,-1.7,1.08,661100,walking
11:01.1,1,-0.84,-1.8,1.1,661133.3333,walking
11:01.2,1,-0.86,-1.87,1.11,661166.6667,walking
11:01.2,1,-0.82,-1.8,1.09,661200,walking
11:01.2,1,-0.81,-1.8,1.09,661233.3333,walking
11:01.3,1,-0.89,-1.99,1.13,661266.6667,walking
11:01.3,1,-0.94,-2.1,1.16,661300,walking
11:01.3,1,-0.88,-1.98,1.13,661333.3333,walking
11:01.4,1,-0.95,-2.15,1.17,661366.6667,walking
11:01.4,1,-0.95,-2.16,1.17,661400,walking
11:01.4,1,-0.94,-2.14,1.17,661433.3333,walking
11:01.5,1,-1.03,-2.34,1.22,661466.6667,walking
11:01.5,1,-0.94,-2.16,1.17,661500,walking
11:01.5,1,-0.93,-2.15,1.17,661533.3333,walking
11:01.6,1,-0.93,-2.15,1.17,661566.6667,walking
11:01.6,1,-0.98,-2.25,1.19,661600,walking
11:01.6,1,-0.99,-2.26,1.19,661633.3333,walking
11:01.7,1,-0.94,-2.14,1.16,661666.6667,walking
11:01.7,1,-0.95,-2.14,1.16,661700,walking
11:01.7,1,-0.96,-2.15,1.17,661733.3333,walking
11:01.8,1,-0.96,-2.13,1.16,661766.6667,walking
11:01.8,1,-1.01,-2.23,1.19,661800,walking
11:01.8,1,-1.02,-2.22,1.19,661833.3333,walking
11:01.9,1,-0.99,-2.12,1.16,661866.6667,walking
11:01.9,1,-1.03,-2.2,1.19,661900,walking
11:01.9,1,-1,-2.11,1.16,661933.3333,walking
11:02.0,1,-0.96,-2.02,1.14,661966.6667,walking
11:02.0,1,-0.97,-2.01,1.14,662000,walking
11:02.0,1,-1.11,-2.31,1.21,662033.3333,walking
11:02.1,1,-1.03,-2.12,1.16,662066.6667,walking
11:02.1,1,-1.07,-2.2,1.18,662100,walking
11:02.1,1,-1.08,-2.21,1.19,662133.3333,walking
11:02.2,1,-1.01,-2.04,1.15,662166.6667,walking
11:02.2,1,-1.09,-2.23,1.2,662200,walking
11:02.2,1,-1.08,-2.21,1.19,662233.3333,walking
11:02.3,1,-1.08,-2.21,1.19,662266.6667,standing
11:02.3,1,-1.08,-2.21,1.19,662300,standing
11:02.3,1,-1.08,-2.21,1.19,662333.3333,standing
11:02.4,1,-1.04,-2.12,1.17,662366.6667,standing
11:02.4,1,-1.04,-2.12,1.17,662400,standing
11:02.4,1,-1.08,-2.21,1.19,662433.3333,standing
11:02.5,1,-1.08,-2.21,1.19,662466.6667,standing
11:02.5,1,-1.08,-2.21,1.19,662500,standing
11:02.5,1,-1.08,-2.21,1.19,662533.3333,standing
11:02.6,1,-1.07,-2.19,1.19,662566.6667,standing
11:02.6,1,-1.08,-2.21,1.19,662600,standing
11:02.6,1,-1.12,-2.3,1.22,662633.3333,standing
11:02.7,1,-1.08,-2.21,1.19,662666.6667,standing
11:02.7,1,-1.04,-2.13,1.18,662700,standing
11:02.7,1,-1,-2.04,1.15,662733.3333,standing
11:02.8,1,-1.03,-2.11,1.17,662766.6667,standing
11:02.8,1,-1.03,-2.11,1.17,662800,standing
11:02.8,1,-1.08,-2.21,1.19,662833.3333,standing
11:02.9,1,-1.08,-2.21,1.19,662866.6667,standing
11:02.9,1,-1.08,-2.21,1.19,662900,standing
11:02.9,1,-1.08,-2.21,1.19,662933.3333,standing
11:03.0,1,-1.08,-2.21,1.19,662966.6667,standing
11:03.0,1,-1.08,-2.21,1.19,663000,standing
11:03.0,1,-1.08,-2.21,1.19,663033.3333,standing
11:03.1,1,-1.08,-2.21,1.19,663066.6667,standing
11:03.1,1,-1.08,-2.21,1.19,663100,standing
11:03.1,1,-1.08,-2.21,1.19,663133.3333,standing
11:03.2,1,-1.08,-2.21,1.19,663166.6667,standing
11:03.2,1,-1.08,-2.21,1.19,663200,standing
11:03.2,1,-1.08,-2.21,1.19,663233.3333,standing
11:03.3,1,-1.08,-2.21,1.19,663266.6667,standing
11:03.3,1,-1.08,-2.21,1.19,663300,standing
11:03.3,1,-1.12,-2.3,1.22,663333.3333,standing
11:03.4,1,-1.07,-2.2,1.19,663366.6667,standing
11:03.4,1,-1.03,-2.09,1.16,663400,standing
11:03.4,1,-1.08,-2.21,1.19,663433.3333,standing
11:03.5,1,-1.03,-2.11,1.17,663466.6667,standing
11:03.5,1,-1.03,-2.11,1.17,663500,standing
11:03.5,1,-1.07,-2.21,1.19,663533.3333,standing
11:03.6,1,-1.07,-2.21,1.19,663566.6667,standing
11:03.6,1,-1.07,-2.21,1.19,663600,standing
11:03.6,1,-1.07,-2.21,1.19,663633.3333,standing
11:03.7,1,-1.07,-2.21,1.19,663666.6667,standing
11:03.7,1,-1.07,-2.21,1.19,663700,standing
11:03.7,1,-1.07,-2.21,1.19,663733.3333,standing
11:03.8,1,-1.07,-2.21,1.19,663766.6667,standing
11:03.8,1,-1.07,-2.21,1.19,663800,standing
11:03.8,1,-1.07,-2.21,1.19,663833.3333,standing
11:03.9,1,-1.07,-2.21,1.19,663866.6667,standing
11:03.9,1,-1.07,-2.21,1.19,663900,standing
11:03.9,1,-1.07,-2.21,1.19,663933.3333,standing
11:04.0,1,-1.07,-2.21,1.19,663966.6667,standing
11:04.0,1,-1.11,-2.3,1.22,664000,standing
11:04.0,1,-1.07,-2.2,1.19,664033.3333,standing
11:04.1,1,-1.1,-2.28,1.21,664066.6667,standing
11:04.1,1,-1.1,-2.28,1.21,664100,standing
11:04.1,1,-1.11,-2.3,1.21,664133.3333,standing
11:04.2,1,-1.11,-2.3,1.21,664166.6667,standing
11:04.2,1,-1.07,-2.22,1.19,664200,standing
11:04.2,1,-1.07,-2.22,1.19,664233.3333,standing
11:04.3,1,-1.07,-2.22,1.19,664266.6667,standing
11:04.3,1,-1.07,-2.22,1.19,664300,standing
11:04.3,1,-1.03,-2.11,1.17,664333.3333,standing
11:04.4,1,-1.03,-2.11,1.17,664366.6667,standing
11:04.4,1,-1.03,-2.11,1.17,664400,standing
11:04.4,1,-1.03,-2.11,1.17,664433.3333,standing
11:04.5,1,-1.03,-2.11,1.17,664466.6667,standing
11:04.5,1,-1.03,-2.11,1.17,664500,standing
11:04.5,1,-1.03,-2.11,1.17,664533.3333,standing
11:04.6,1,-1.07,-2.21,1.19,664566.6667,standing
11:04.6,1,-1.07,-2.21,1.19,664600,standing
11:04.6,1,-1.07,-2.21,1.19,664633.3333,standing
11:04.7,1,-1.07,-2.21,1.19,664666.6667,standing
11:04.7,1,-1.07,-2.21,1.19,664700,standing
11:04.7,1,-1.07,-2.21,1.19,664733.3333,standing
11:04.8,1,-1.1,-2.3,1.22,664766.6667,standing
11:04.8,1,-1.1,-2.3,1.22,664800,standing
11:04.8,1,-1.07,-2.21,1.19,664833.3333,standing
11:04.9,1,-1.07,-2.21,1.19,664866.6667,standing
11:04.9,1,-1.07,-2.21,1.19,664900,standing
11:04.9,1,-1.07,-2.21,1.19,664933.3333,standing
11:05.0,1,-1.07,-2.21,1.19,664966.6667,standing
11:05.0,1,-1.1,-2.3,1.22,665000,standing
11:05.0,1,-1.02,-2.11,1.17,665033.3333,standing
11:05.1,1,-1.07,-2.21,1.19,665066.6667,standing
11:05.1,1,-1.07,-2.22,1.19,665100,standing
11:05.1,1,-1.07,-2.22,1.19,665133.3333,standing
11:05.2,1,-1.03,-2.12,1.17,665166.6667,standing
11:05.2,1,-1.03,-2.12,1.17,665200,standing
11:05.2,1,-1.03,-2.14,1.17,665233.3333,standing
11:05.3,1,-1.03,-2.14,1.17,665266.6667,standing
11:05.3,1,-1.03,-2.14,1.17,665300,standing
11:05.3,1,-1.03,-2.14,1.17,665333.3333,standing
11:05.4,1,-1.03,-2.14,1.17,665366.6667,standing
11:05.4,1,-1.03,-2.14,1.17,665400,standing
11:05.4,1,-1.03,-2.14,1.17,665433.3333,standing
11:05.5,1,-1.03,-2.14,1.17,665466.6667,standing
11:05.5,1,-1.03,-2.14,1.17,665500,standing
11:05.5,1,-1.03,-2.14,1.17,665533.3333,standing
11:05.6,1,-1.03,-2.14,1.17,665566.6667,standing
11:05.6,1,-1.03,-2.14,1.17,665600,standing
11:05.6,1,-1.03,-2.14,1.17,665633.3333,standing
11:05.7,1,-1.03,-2.12,1.17,665666.6667,standing
11:05.7,1,-1.03,-2.12,1.17,665700,standing
11:05.7,1,-1.03,-2.12,1.17,665733.3333,standing
11:05.8,1,-1.03,-2.12,1.17,665766.6667,standing
11:05.8,1,-1.03,-2.12,1.17,665800,standing
11:05.8,1,-1.03,-2.12,1.17,665833.3333,standing
11:05.9,1,-1.03,-2.12,1.17,665866.6667,standing
11:05.9,1,-1.03,-2.12,1.17,665900,standing
11:05.9,1,-1.03,-2.12,1.17,665933.3333,standing
