Time:,Aruco ID,x,y,z,ms,Lable:
00:06:33.167,,,,,393166.666666764,laying down
00:06:33.200,,,,,393200.000000097,laying down
00:06:33.233,,,,,393233.333333431,laying down
00:06:33.267,,,,,393266.666666764,laying down
00:06:33.300,,,,,393300.000000097,laying down
00:06:33.333,,,,,393333.333333431,laying down
00:06:33.367,,,,,393366.666666764,laying down
00:06:33.400,,,,,393400.000000097,laying down
00:06:33.433,,,,,393433.333333431,laying down
00:06:33.467,,,,,393466.666666764,laying down
00:06:33.500,,,,,393500.000000097,laying down
00:06:33.533,,,,,393533.333333431,laying down
00:06:33.567,,,,,393566.666666764,laying down
00:06:33.600,,,,,393600.000000098,laying down
00:06:33.633,,,,,393633.333333431,laying down
00:06:33.667,,,,,393666.666666764,laying down
00:06:33.700,,,,,393700.000000098,laying down
00:06:33.733,,,,,393733.333333431,laying down
00:06:33.767,,,,,393766.666666764,laying down
00:06:33.800,,,,,393800.000000098,laying down
00:06:33.833,,,,,393833.333333431,laying down
00:06:33.867,,,,,393866.666666764,laying down
00:06:33.900,,,,,393900.000000098,laying down
00:06:33.933,,,,,393933.333333431,laying down
00:06:33.967,,,,,393966.666666764,laying down
00:06:34.000,,,,,394000.000000098,laying down
00:06:34.033,,,,,394033.333333431,laying down
00:06:34.067,,,,,394066.666666765,laying down
00:06:34.100,,,,,394100.000000098,laying down
00:06:34.133,,,,,394133.333333431,laying down
00:06:34.167,,,,,394166.666666765,laying down
00:06:34.200,,,,,394200.000000098,laying down
00:06:34.233,,,,,394233.333333431,laying down
00:06:34.267,,,,,394266.666666765,laying down
00:06:34.300,,,,,394300.000000098,laying down
00:06:34.333,,,,,394333.333333431,laying down
00:06:34.367,,,,,394366.666666765,laying down
00:06:34.400,,,,,394400.000000098,laying down
00:06:34.433,,,,,394433.333333432,laying down
00:06:34.467,,,,,394466.666666765,laying down
00:06:34.500,,,,,394500.000000098,laying down
00:06:34.533,,,,,394533.333333432,laying down
00:06:34.567,,,,,394566.666666765,laying down
00:06:34.600,,,,,394600.000000098,laying down
00:06:34.633,,,,,394633.333333432,laying down
00:06:34.667,,,,,394666.666666765,laying down
00:06:34.700,,,,,394700.000000098,laying down
00:06:34.733,,,,,394733.333333432,laying down
00:06:34.767,,,,,394766.666666765,laying down
00:06:34.800,,,,,394800.000000098,laying down
00:06:34.833,,,,,394833.333333432,laying down
00:06:34.867,,,,,394866.666666765,laying down
00:06:34.900,,,,,394900.000000099,laying down
00:06:34.933,,,,,394933.333333432,laying down
00:06:34.967,,,,,394966.666666765,laying down
00:06:35.000,,,,,395000.000000099,laying down
00:06:35.033,,,,,395033.333333432,laying down
00:06:35.067,,,,,395066.666666765,laying down
00:06:35.100,,,,,395100.000000099,laying down
00:06:35.133,,,,,395133.333333432,laying down
00:06:35.167,,,,,395166.666666765,laying down
00:06:35.200,,,,,395200.000000099,laying down
00:06:35.233,,,,,395233.333333432,laying down
00:06:35.267,,,,,395266.666666766,laying down
00:06:35.300,,,,,395300.000000099,laying down
00:06:35.333,,,,,395333.333333432,laying down
00:06:35.367,,,,,395366.666666766,laying down
00:06:35.400,,,,,395400.000000099,laying down
00:06:35.433,,,,,395433.333333432,laying down
00:06:35.467,,,,,395466.666666766,laying down
00:06:35.500,,,,,395500.000000099,laying down
00:06:35.533,,,,,395533.333333432,laying down
00:06:35.567,,,,,395566.666666766,laying down
00:06:35.600,,,,,395600.000000099,laying down
00:06:35.633,,,,,395633.333333432,laying down
00:06:35.667,,,,,395666.666666766,laying down
00:06:35.700,,,,,395700.000000099,laying down
00:06:35.733,,,,,395733.333333433,laying down
00:06:35.767,,,,,395766.666666766,laying down
00:06:35.800,,,,,395800.000000099,laying down
00:06:35.833,,,,,395833.333333433,laying down
00:06:35.867,,,,,395866.666666766,laying down
00:06:35.900,,,,,395900.000000099,laying down
00:06:35.933,,,,,395933.333333433,laying down
00:06:35.967,,,,,395966.666666766,laying down
00:06:36.000,,,,,396000.000000099,laying down
00:06:36.033,,,,,396033.333333433,laying down
00:06:36.067,,,,,396066.666666766,laying down
00:06:36.100,,,,,396100.000000099,laying down
00:06:36.133,,,,,396133.333333433,laying down
00:06:36.167,,,,,396166.666666766,laying down
00:06:36.200,,,,,396200.0000001,laying down
00:06:36.233,,,,,396233.333333433,laying down
00:06:36.267,,,,,396266.666666766,laying down
00:06:36.300,,,,,396300.0000001,laying down
00:06:36.333,,,,,396333.333333433,laying down
00:06:36.367,,,,,396366.666666766,laying down
00:06:36.400,,,,,396400.0000001,laying down
00:06:36.433,,,,,396433.333333433,laying down
00:06:36.467,,,,,396466.666666766,laying down
00:06:36.500,,,,,396500.0000001,laying down
00:06:36.533,,,,,396533.333333433,laying down
00:06:36.567,,,,,396566.666666767,laying down
00:06:36.600,,,,,396600.0000001,laying down
00:06:36.633,,,,,396633.333333433,laying down
00:06:36.667,,,,,396666.666666767,laying down
00:06:36.700,,,,,396700.0000001,laying down
00:06:36.733,,,,,396733.333333433,laying down
00:06:36.767,,,,,396766.666666767,laying down
00:06:36.800,,,,,396800.0000001,laying down
00:06:36.833,,,,,396833.333333433,laying down
00:06:36.867,,,,,396866.666666767,laying down
00:06:36.900,,,,,396900.0000001,laying down
00:06:36.933,,,,,396933.333333433,laying down
00:06:36.967,,,,,396966.666666767,laying down
00:06:37.000,,,,,397000.0000001,laying down
00:06:37.033,,,,,397033.333333434,laying down
00:06:37.067,,,,,397066.666666767,laying down
00:06:37.100,,,,,397100.0000001,laying down
00:06:37.133,,,,,397133.333333434,laying down
00:06:37.167,,,,,397166.666666767,laying down
00:06:37.200,,,,,397200.0000001,laying down
00:06:37.233,,,,,397233.333333434,laying down
00:06:37.267,,,,,397266.666666767,laying down
00:06:37.300,,,,,397300.0000001,laying down
00:06:37.333,,,,,397333.333333434,laying down
00:06:37.367,,,,,397366.666666767,laying down
00:06:37.400,,,,,397400.000000101,laying down
00:06:37.433,,,,,397433.333333434,laying down
00:06:37.467,,,,,397466.666666767,laying down
00:06:37.500,,,,,397500.000000101,laying down
00:06:37.533,,,,,397533.333333434,laying down
00:06:37.567,,,,,397566.666666767,laying down
00:06:37.600,,,,,397600.000000101,laying down
00:06:37.633,,,,,397633.333333434,laying down
00:06:37.667,,,,,397666.666666767,laying down
00:06:37.700,,,,,397700.000000101,laying down
00:06:37.733,,,,,397733.333333434,laying down
00:06:37.767,,,,,397766.666666767,laying down
00:06:37.800,,,,,397800.000000101,laying down
00:06:37.833,,,,,397833.333333434,laying down
00:06:37.867,,,,,397866.666666768,laying down
00:06:37.900,,,,,397900.000000101,laying down
00:06:37.933,,,,,397933.333333434,laying down
00:06:37.967,,,,,397966.666666768,laying down
00:06:38.000,,,,,398000.000000101,laying down
00:06:38.033,,,,,398033.333333434,laying down
00:06:38.067,,,,,398066.666666768,laying down
00:06:38.100,,,,,398100.000000101,laying down
00:06:38.133,,,,,398133.333333434,laying down
00:06:38.167,,,,,398166.666666768,laying down
00:06:38.200,,,,,398200.000000101,laying down
00:06:38.233,,,,,398233.333333435,laying down
00:06:38.267,,,,,398266.666666768,laying down
00:06:38.300,,,,,398300.000000101,laying down
00:06:38.333,,,,,398333.333333435,laying down
00:06:38.367,,,,,398366.666666768,laying down
00:06:38.400,,,,,398400.000000101,laying down
00:06:38.433,,,,,398433.333333435,laying down
00:06:38.467,,,,,398466.666666768,laying down
00:06:38.500,,,,,398500.000000101,laying down
00:06:38.533,,,,,398533.333333435,laying down
00:06:38.567,,,,,398566.666666768,laying down
00:06:38.600,,,,,398600.000000101,laying down
00:06:38.633,,,,,398633.333333435,laying down
00:06:38.667,,,,,398666.666666768,laying down
00:06:38.700,,,,,398700.000000102,laying down
00:06:38.733,,,,,398733.333333435,laying down
00:06:38.767,,,,,398766.666666768,laying down
00:06:38.800,,,,,398800.000000102,laying down
00:06:38.833,,,,,398833.333333435,laying down
00:06:38.867,,,,,398866.666666768,laying down
00:06:38.900,,,,,398900.000000102,laying down
00:06:38.933,,,,,398933.333333435,laying down
00:06:38.967,,,,,398966.666666768,laying down
00:06:39.000,,,,,399000.000000102,laying down
00:06:39.033,,,,,399033.333333435,laying down
00:06:39.067,,,,,399066.666666769,laying down
00:06:39.100,,,,,399100.000000102,laying down
00:06:39.133,,,,,399133.333333435,laying down
00:06:39.167,,,,,399166.666666769,laying down
00:06:39.200,,,,,399200.000000102,laying down
00:06:39.233,,,,,399233.333333435,laying down
00:06:39.267,,,,,399266.666666769,laying down
00:06:39.300,,,,,399300.000000102,laying down
00:06:39.333,,,,,399333.333333435,laying down
00:06:39.367,,,,,399366.666666769,laying down
00:06:39.400,,,,,399400.000000102,laying down
00:06:39.433,,,,,399433.333333435,laying down
00:06:39.467,,,,,399466.666666769,laying down
00:06:39.500,,,,,399500.000000102,laying down
00:06:39.533,,,,,399533.333333436,laying down
00:06:39.567,,,,,399566.666666769,laying down
00:06:39.600,,,,,399600.000000102,laying down
00:06:39.633,,,,,399633.333333436,laying down
00:06:39.667,,,,,399666.666666769,laying down
00:06:39.700,,,,,399700.000000102,laying down
00:06:39.733,,,,,399733.333333436,laying down
00:06:39.767,,,,,399766.666666769,laying down
00:06:39.800,,,,,399800.000000102,laying down
00:06:39.833,,,,,399833.333333436,laying down
00:06:39.867,,,,,399866.666666769,laying down
00:06:39.900,,,,,399900.000000102,laying down
00:06:39.933,,,,,399933.333333436,laying down
00:06:39.967,,,,,399966.666666769,laying down
00:06:40.000,,,,,400000.000000103,laying down
00:06:40.033,,,,,400033.333333436,laying down
00:06:40.067,,,,,400066.666666769,laying down
00:06:40.100,,,,,400100.000000103,laying down
00:06:40.133,,,,,400133.333333436,laying down
00:06:40.167,,,,,400166.666666769,laying down
00:06:40.200,,,,,400200.000000103,laying down
00:06:40.233,,,,,400233.333333436,laying down
00:06:40.267,,,,,400266.66666677,laying down
00:06:40.300,,,,,400300.000000103,laying down
00:06:40.333,,,,,400333.333333436,laying down
00:06:40.367,,,,,400366.66666677,laying down
00:06:40.400,,,,,400400.000000103,laying down
00:06:40.433,,,,,400433.333333436,laying down
00:06:40.467,,,,,400466.66666677,laying down
00:06:40.500,,,,,400500.000000103,laying down
00:06:40.533,,,,,400533.333333436,laying down
00:06:40.567,,,,,400566.66666677,laying down
00:06:40.600,,,,,400600.000000103,laying down
00:06:40.633,,,,,400633.333333436,laying down
00:06:40.667,,,,,400666.66666677,laying down
00:06:40.700,,,,,400700.000000103,laying down
00:06:40.733,,,,,400733.333333437,laying down
00:06:40.767,,,,,400766.66666677,laying down
00:06:40.800,,,,,400800.000000103,laying down
00:06:40.833,,,,,400833.333333437,laying down
00:06:40.867,,,,,400866.66666677,laying down
00:06:40.900,,,,,400900.000000103,laying down
00:06:40.933,,,,,400933.333333437,laying down
00:06:40.967,,,,,400966.66666677,laying down
00:06:41.000,,,,,401000.000000103,laying down
00:06:41.033,,,,,401033.333333437,laying down
00:06:41.067,,,,,401066.66666677,laying down
00:06:41.100,,,,,401100.000000104,laying down
00:06:41.133,,,,,401133.333333437,laying down
00:06:41.167,,,,,401166.66666677,laying down
00:06:41.200,,,,,401200.000000104,laying down
00:06:41.233,,,,,401233.333333437,laying down
00:06:41.267,,,,,401266.66666677,laying down
00:06:41.300,,,,,401300.000000104,laying down
00:06:41.333,,,,,401333.333333437,laying down
00:06:41.367,,,,,401366.66666677,laying down
00:06:41.400,,,,,401400.000000104,laying down
00:06:41.433,,,,,401433.333333437,laying down
00:06:41.467,,,,,401466.66666677,laying down
00:06:41.500,,,,,401500.000000104,laying down
00:06:41.533,,,,,401533.333333437,laying down
00:06:41.567,,,,,401566.666666771,laying down
00:06:41.600,,,,,401600.000000104,laying down
00:06:41.633,,,,,401633.333333437,laying down
00:06:41.667,,,,,401666.666666771,laying down
00:06:41.700,,,,,401700.000000104,laying down
00:06:41.733,,,,,401733.333333437,laying down
00:06:41.767,,,,,401766.666666771,laying down
00:06:41.800,,,,,401800.000000104,laying down
00:06:41.833,,,,,401833.333333437,laying down
00:06:41.867,,,,,401866.666666771,laying down
00:06:41.900,,,,,401900.000000104,laying down
00:06:41.933,,,,,401933.333333438,laying down
00:06:41.967,,,,,401966.666666771,laying down
00:06:42.000,,,,,402000.000000104,laying down
00:06:42.033,,,,,402033.333333438,laying down
00:06:42.067,,,,,402066.666666771,laying down
00:06:42.100,,,,,402100.000000104,laying down
00:06:42.133,,,,,402133.333333438,laying down
00:06:42.167,,,,,402166.666666771,laying down
00:06:42.200,,,,,402200.000000104,laying down
00:06:42.233,,,,,402233.333333438,laying down
00:06:42.267,,,,,402266.666666771,laying down
00:06:42.300,,,,,402300.000000104,laying down
00:06:42.333,,,,,402333.333333438,laying down
00:06:42.367,,,,,402366.666666771,laying down
00:06:42.400,,,,,402400.000000105,laying down
00:06:42.433,,,,,402433.333333438,laying down
00:06:42.467,,,,,402466.666666771,laying down
00:06:42.500,,,,,402500.000000105,laying down
00:06:42.533,,,,,402533.333333438,laying down
00:06:42.567,,,,,402566.666666771,laying down
00:06:42.600,,,,,402600.000000105,laying down
00:06:42.633,,,,,402633.333333438,laying down
00:06:42.667,,,,,402666.666666771,laying down
00:06:42.700,,,,,402700.000000105,laying down
00:06:42.733,,,,,402733.333333438,laying down
00:06:42.767,,,,,402766.666666772,laying down
00:06:42.800,,,,,402800.000000105,laying down
00:06:42.833,,,,,402833.333333438,laying down
00:06:42.867,,,,,402866.666666772,laying down
00:06:42.900,,,,,402900.000000105,laying down
00:06:42.933,,,,,402933.333333438,laying down
00:06:42.967,,,,,402966.666666772,laying down
00:06:43.000,,,,,403000.000000105,laying down
00:06:43.033,,,,,403033.333333438,laying down
00:06:43.067,,,,,403066.666666772,laying down
00:06:43.100,,,,,403100.000000105,laying down
00:06:43.133,,,,,403133.333333438,laying down
00:06:43.167,,,,,403166.666666772,laying down
00:06:43.200,,,,,403200.000000105,laying down
00:06:43.233,,,,,403233.333333439,laying down
00:06:43.267,,,,,403266.666666772,laying down
00:06:43.300,,,,,403300.000000105,laying down
00:06:43.333,,,,,403333.333333439,laying down
00:06:43.367,,,,,403366.666666772,laying down
00:06:43.400,,,,,403400.000000105,laying down
00:06:43.433,,,,,403433.333333439,laying down
00:06:43.467,,,,,403466.666666772,laying down
00:06:43.500,,,,,403500.000000105,laying down
00:06:43.533,,,,,403533.333333439,laying down
00:06:43.567,,,,,403566.666666772,laying down
00:06:43.600,,,,,403600.000000106,laying down
00:06:43.633,,,,,403633.333333439,laying down
00:06:43.667,,,,,403666.666666772,laying down
00:06:43.700,,,,,403700.000000106,laying down
00:06:43.733,,,,,403733.333333439,laying down
00:06:43.767,,,,,403766.666666772,laying down
00:06:43.800,,,,,403800.000000106,laying down
00:06:43.833,,,,,403833.333333439,laying down
00:06:43.867,,,,,403866.666666772,laying down
00:06:43.900,,,,,403900.000000106,laying down
00:06:43.933,,,,,403933.333333439,laying down
00:06:43.967,,,,,403966.666666772,laying down
00:06:44.000,,,,,404000.000000106,laying down
00:06:44.033,,,,,404033.333333439,laying down
00:06:44.067,,,,,404066.666666773,laying down
00:06:44.100,,,,,404100.000000106,laying down
00:06:44.133,,,,,404133.333333439,laying down
00:06:44.167,,,,,404166.666666773,laying down
00:06:44.200,,,,,404200.000000106,laying down
00:06:44.233,,,,,404233.333333439,laying down
00:06:44.267,,,,,404266.666666773,laying down
00:06:44.300,,,,,404300.000000106,laying down
00:06:44.333,,,,,404333.333333439,laying down
00:06:44.367,,,,,404366.666666773,laying down
00:06:44.400,,,,,404400.000000106,laying down
00:06:44.433,,,,,404433.33333344,laying down
00:06:44.467,,,,,404466.666666773,laying down
00:06:44.500,,,,,404500.000000106,laying down
00:06:44.533,,,,,404533.33333344,laying down
00:06:44.567,,,,,404566.666666773,laying down
00:06:44.600,,,,,404600.000000106,laying down
00:06:44.633,,,,,404633.33333344,laying down
00:06:44.667,,,,,404666.666666773,laying down
00:06:44.700,,,,,404700.000000106,laying down
00:06:44.733,,,,,404733.33333344,laying down
00:06:44.767,,,,,404766.666666773,laying down
00:06:44.800,,,,,404800.000000106,laying down
00:06:44.833,,,,,404833.33333344,laying down
00:06:44.867,,,,,404866.666666773,laying down
00:06:44.900,,,,,404900.000000107,laying down
00:06:44.933,,,,,404933.33333344,laying down
00:06:44.967,,,,,404966.666666773,laying down
00:06:45.000,,,,,405000.000000107,laying down
00:06:45.033,,,,,405033.33333344,laying down
00:06:45.067,,,,,405066.666666773,laying down
00:06:45.100,,,,,405100.000000107,laying down
00:06:45.133,,,,,405133.33333344,laying down
00:06:45.167,,,,,405166.666666773,laying down
00:06:45.200,,,,,405200.000000107,laying down
00:06:45.233,,,,,405233.33333344,laying down
00:06:45.267,,,,,405266.666666774,laying down
00:06:45.300,,,,,405300.000000107,laying down
00:06:45.333,,,,,405333.33333344,laying down
00:06:45.367,,,,,405366.666666774,laying down
00:06:45.400,,,,,405400.000000107,laying down
00:06:45.433,,,,,405433.33333344,laying down
00:06:45.467,,,,,405466.666666774,laying down
00:06:45.500,,,,,405500.000000107,laying down
00:06:45.533,,,,,405533.33333344,laying down
00:06:45.567,,,,,405566.666666774,laying down
00:06:45.600,,,,,405600.000000107,laying down
00:06:45.633,,,,,405633.33333344,laying down
00:06:45.667,,,,,405666.666666774,laying down
00:06:45.700,,,,,405700.000000107,laying down
00:06:45.733,,,,,405733.33333344,laying down
00:06:45.767,,,,,405766.666666774,laying down
00:06:45.800,,,,,405800.000000107,laying down
00:06:45.833,,,,,405833.333333441,laying down
00:06:45.867,,,,,405866.666666774,laying down
00:06:45.900,,,,,405900.000000107,laying down
00:06:45.933,,,,,405933.333333441,laying down
00:06:45.967,,,,,405966.666666774,laying down
00:06:46.000,,,,,406000.000000107,laying down
00:06:46.033,,,,,406033.333333441,laying down
00:06:46.067,,,,,406066.666666774,laying down
00:06:46.100,,,,,406100.000000107,laying down
00:06:46.133,,,,,406133.333333441,laying down
00:06:46.167,,,,,406166.666666774,laying down
00:06:46.200,,,,,406200.000000108,laying down
00:06:46.233,,,,,406233.333333441,laying down
00:06:46.267,,,,,406266.666666774,laying down
00:06:46.300,,,,,406300.000000108,laying down
00:06:46.333,,,,,406333.333333441,laying down
00:06:46.367,,,,,406366.666666774,laying down
00:06:46.400,,,,,406400.000000108,laying down
00:06:46.433,,,,,406433.333333441,laying down
00:06:46.467,,,,,406466.666666774,laying down
00:06:46.500,,,,,406500.000000108,laying down
00:06:46.533,,,,,406533.333333441,laying down
00:06:46.567,,,,,406566.666666775,laying down
00:06:46.600,,,,,406600.000000108,laying down
00:06:46.633,,,,,406633.333333441,laying down
00:06:46.667,,,,,406666.666666775,laying down
00:06:46.700,,,,,406700.000000108,laying down
00:06:46.733,,,,,406733.333333441,laying down
00:06:46.767,,,,,406766.666666775,laying down
00:06:46.800,,,,,406800.000000108,laying down
00:06:46.833,,,,,406833.333333441,laying down
00:06:46.867,,,,,406866.666666775,laying down
00:06:46.900,,,,,406900.000000108,laying down
00:06:46.933,,,,,406933.333333441,laying down
00:06:46.967,,,,,406966.666666775,laying down
00:06:47.000,,,,,407000.000000108,laying down
00:06:47.033,,,,,407033.333333442,laying down
00:06:47.067,,,,,407066.666666775,laying down
00:06:47.100,,,,,407100.000000108,laying down
00:06:47.133,,,,,407133.333333442,laying down
00:06:47.167,,,,,407166.666666775,laying down
00:06:47.200,,,,,407200.000000108,laying down
00:06:47.233,,,,,407233.333333442,laying down
00:06:47.267,,,,,407266.666666775,laying down
00:06:47.300,,,,,407300.000000108,laying down
00:06:47.333,,,,,407333.333333442,laying down
00:06:47.367,,,,,407366.666666775,laying down
00:06:47.400,,,,,407400.000000109,laying down
00:06:47.433,,,,,407433.333333442,laying down
00:06:47.467,,,,,407466.666666775,laying down
00:06:47.500,,,,,407500.000000109,laying down
00:06:47.533,,,,,407533.333333442,laying down
00:06:47.567,,,,,407566.666666775,laying down
00:06:47.600,,,,,407600.000000109,laying down
00:06:47.633,,,,,407633.333333442,laying down
00:06:47.667,,,,,407666.666666775,laying down
00:06:47.700,,,,,407700.000000109,laying down
00:06:47.733,,,,,407733.333333442,laying down
00:06:47.767,,,,,407766.666666775,laying down
00:06:47.800,,,,,407800.000000109,laying down
00:06:47.833,,,,,407833.333333442,laying down
00:06:47.867,,,,,407866.666666776,laying down
00:06:47.900,,,,,407900.000000109,laying down
00:06:47.933,,,,,407933.333333442,laying down
00:06:47.967,,,,,407966.666666776,laying down
00:06:48.000,,,,,408000.000000109,laying down
00:06:48.033,,,,,408033.333333442,laying down
00:06:48.067,,,,,408066.666666776,laying down
00:06:48.100,,,,,408100.000000109,laying down
00:06:48.133,,,,,408133.333333442,laying down
00:06:48.167,,,,,408166.666666776,laying down
00:06:48.200,,,,,408200.000000109,laying down
00:06:48.233,,,,,408233.333333443,laying down
00:06:48.267,,,,,408266.666666776,laying down
00:06:48.300,,,,,408300.000000109,laying down
00:06:48.333,,,,,408333.333333443,laying down
00:06:48.367,,,,,408366.666666776,laying down
00:06:48.400,,,,,408400.000000109,laying down
00:06:48.433,,,,,408433.333333443,laying down
00:06:48.467,,,,,408466.666666776,laying down
00:06:48.500,,,,,408500.000000109,laying down
00:06:48.533,,,,,408533.333333443,laying down
00:06:48.567,,,,,408566.666666776,laying down
00:06:48.600,,,,,408600.000000109,laying down
00:06:48.633,,,,,408633.333333443,laying down
00:06:48.667,,,,,408666.666666776,laying down
00:06:48.700,,,,,408700.00000011,laying down
00:06:48.733,,,,,408733.333333443,laying down
00:06:48.767,,,,,408766.666666776,laying down
00:06:48.800,,,,,408800.00000011,laying down
00:06:48.833,,,,,408833.333333443,laying down
00:06:48.867,,,,,408866.666666776,laying down
00:06:48.900,,,,,408900.00000011,laying down
00:06:48.933,,,,,408933.333333443,laying down
00:06:48.967,,,,,408966.666666776,laying down
00:06:49.000,,,,,409000.00000011,laying down
00:06:49.033,,,,,409033.333333443,laying down
00:06:49.067,,,,,409066.666666776,laying down
00:06:49.100,,,,,409100.00000011,laying down
00:06:49.133,,,,,409133.333333443,laying down
00:06:49.167,,,,,409166.666666777,laying down
00:06:49.200,,,,,409200.00000011,laying down
00:06:49.233,,,,,409233.333333443,laying down
00:06:49.267,,,,,409266.666666777,laying down
00:06:49.300,,,,,409300.00000011,laying down
00:06:49.333,,,,,409333.333333443,laying down
00:06:49.367,,,,,409366.666666777,laying down
00:06:49.400,,,,,409400.00000011,laying down
00:06:49.433,,,,,409433.333333443,laying down
00:06:49.467,,,,,409466.666666777,laying down
00:06:49.500,,,,,409500.00000011,laying down
00:06:49.533,,,,,409533.333333444,laying down
00:06:49.567,,,,,409566.666666777,laying down
00:06:49.600,,,,,409600.00000011,laying down
00:06:49.633,,,,,409633.333333444,laying down
00:06:49.667,,,,,409666.666666777,laying down
00:06:49.700,,,,,409700.00000011,laying down
00:06:49.733,,,,,409733.333333444,laying down
00:06:49.767,,,,,409766.666666777,laying down
00:06:49.800,,,,,409800.00000011,laying down
00:06:49.833,,,,,409833.333333444,laying down
00:06:49.867,,,,,409866.666666777,laying down
00:06:49.900,,,,,409900.000000111,laying down
00:06:49.933,,,,,409933.333333444,laying down
00:06:49.967,,,,,409966.666666777,laying down
00:06:50.000,,,,,410000.000000111,laying down
00:06:50.033,,,,,410033.333333444,laying down
00:06:50.067,,,,,410066.666666777,laying down
00:06:50.100,,,,,410100.000000111,laying down
00:06:50.133,,,,,410133.333333444,laying down
00:06:50.167,,,,,410166.666666777,laying down
00:06:50.200,,,,,410200.000000111,laying down
00:06:50.233,,,,,410233.333333444,laying down
00:06:50.267,,,,,410266.666666777,laying down
00:06:50.300,,,,,410300.000000111,laying down
00:06:50.333,,,,,410333.333333444,laying down
00:06:50.367,,,,,410366.666666778,laying down
00:06:50.400,,,,,410400.000000111,laying down
00:06:50.433,,,,,410433.333333444,laying down
00:06:50.467,,,,,410466.666666778,laying down
00:06:50.500,,,,,410500.000000111,laying down
00:06:50.533,,,,,410533.333333444,laying down
00:06:50.567,,,,,410566.666666778,laying down
00:06:50.600,,,,,410600.000000111,laying down
00:06:50.633,,,,,410633.333333444,laying down
00:06:50.667,,,,,410666.666666778,laying down
00:06:50.700,,,,,410700.000000111,laying down
00:06:50.733,,,,,410733.333333445,laying down
00:06:50.767,,,,,410766.666666778,laying down
00:06:50.800,,,,,410800.000000111,laying down
00:06:50.833,,,,,410833.333333445,laying down
00:06:50.867,,,,,410866.666666778,laying down
00:06:50.900,,,,,410900.000000111,laying down
00:06:50.933,,,,,410933.333333445,laying down
00:06:50.967,,,,,410966.666666778,laying down
00:06:51.000,,,,,411000.000000111,laying down
00:06:51.033,,,,,411033.333333445,laying down
00:06:51.067,,,,,411066.666666778,laying down
00:06:51.100,,,,,411100.000000111,laying down
00:06:51.133,,,,,411133.333333445,laying down
00:06:51.167,,,,,411166.666666778,laying down
00:06:51.200,,,,,411200.000000112,laying down
00:06:51.233,,,,,411233.333333445,laying down
00:06:51.267,,,,,411266.666666778,laying down
00:06:51.300,,,,,411300.000000112,laying down
00:06:51.333,,,,,411333.333333445,laying down
00:06:51.367,,,,,411366.666666778,laying down
00:06:51.400,,,,,411400.000000112,laying down
00:06:51.433,,,,,411433.333333445,laying down
00:06:51.467,,,,,411466.666666778,laying down
00:06:51.500,,,,,411500.000000112,laying down
00:06:51.533,,,,,411533.333333445,laying down
00:06:51.567,,,,,411566.666666779,laying down
00:06:51.600,,,,,411600.000000112,laying down
00:06:51.633,,,,,411633.333333445,laying down
00:06:51.667,,,,,411666.666666779,laying down
00:06:51.700,,,,,411700.000000112,laying down
00:06:51.733,,,,,411733.333333445,laying down
00:06:51.767,,,,,411766.666666779,laying down
00:06:51.800,,,,,411800.000000112,laying down
00:06:51.833,,,,,411833.333333445,laying down
00:06:51.867,,,,,411866.666666779,laying down
00:06:51.900,,,,,411900.000000112,laying down
00:06:51.933,,,,,411933.333333445,laying down
00:06:51.967,,,,,411966.666666779,laying down
00:06:52.000,,,,,412000.000000112,laying down
00:06:52.033,,,,,412033.333333446,laying down
00:06:52.067,,,,,412066.666666779,laying down
00:06:52.100,,,,,412100.000000112,laying down
00:06:52.133,,,,,412133.333333446,laying down
00:06:52.167,,,,,412166.666666779,laying down
00:06:52.200,,,,,412200.000000112,laying down
00:06:52.233,,,,,412233.333333446,laying down
00:06:52.267,,,,,412266.666666779,laying down
00:06:52.300,,,,,412300.000000112,laying down
00:06:52.333,,,,,412333.333333446,laying down
00:06:52.367,,,,,412366.666666779,laying down
00:06:52.400,,,,,412400.000000113,laying down
00:06:52.433,,,,,412433.333333446,laying down
00:06:52.467,,,,,412466.666666779,laying down
00:06:52.500,,,,,412500.000000113,laying down
00:06:52.533,,,,,412533.333333446,laying down
00:06:52.567,,,,,412566.666666779,laying down
00:06:52.600,,,,,412600.000000113,laying down
00:06:52.633,,,,,412633.333333446,laying down
00:06:52.667,,,,,412666.666666779,laying down
00:06:52.700,,,,,412700.000000113,laying down
00:06:52.733,,,,,412733.333333446,laying down
00:06:52.767,,,,,412766.666666779,laying down
00:06:52.800,,,,,412800.000000113,laying down
00:06:52.833,,,,,412833.333333446,laying down
00:06:52.867,,,,,412866.66666678,laying down
00:06:52.900,,,,,412900.000000113,laying down
00:06:52.933,,,,,412933.333333446,laying down
00:06:52.967,,,,,412966.66666678,laying down
00:06:53.000,,,,,413000.000000113,laying down
00:06:53.033,,,,,413033.333333446,laying down
00:06:53.067,,,,,413066.66666678,laying down
00:06:53.100,,,,,413100.000000113,laying down
00:06:53.133,,,,,413133.333333446,laying down
00:06:53.167,,,,,413166.66666678,laying down
00:06:53.200,,,,,413200.000000113,laying down
00:06:53.233,,,,,413233.333333447,laying down
00:06:53.267,,,,,413266.66666678,laying down
00:06:53.300,,,,,413300.000000113,laying down
00:06:53.333,,,,,413333.333333447,laying down
00:06:53.367,,,,,413366.66666678,laying down
